"respondent_id","profile_id","wait_sameday","mode_video","copay","rating"
14,6,0,1,40,2.9
14,7,1,0,40,3.3
14,8,0,0,40,2.2
15,1,1,1,20,5.5
15,2,0,1,20,4.5
15,3,1,0,20,5
15,4,0,0,20,4.3
15,5,1,1,40,3.3
15,6,0,1,40,3.7
15,7,1,0,40,3.2
15,8,0,0,40,1.3
16,1,1,1,20,6
16,2,0,1,20,5.1
16,3,1,0,20,4.9
16,4,0,0,20,4
16,5,1,1,40,5.1
16,6,0,1,40,2.2
16,7,1,0,40,3.8
16,8,0,0,40,2.7
17,1,1,1,20,7.7
17,2,0,1,20,4.8
17,3,1,0,20,5.5
17,4,0,0,20,3.9
17,5,1,1,40,5.6
17,6,0,1,40,2.8
17,7,1,0,40,3.1
17,8,0,0,40,1.8
18,1,1,1,20,5.6
18,2,0,1,20,4.6
18,3,1,0,20,5.6
18,4,0,0,20,3.4
18,5,1,1,40,5.6
18,6,0,1,40,3.5
18,7,1,0,40,4.6
18,8,0,0,40,2.1
19,1,1,1,20,6.3
19,2,0,1,20,4.4
19,3,1,0,20,5.9
19,4,0,0,20,3.8
19,5,1,1,40,5.4
19,6,0,1,40,3.2
19,7,1,0,40,4
19,8,0,0,40,2.2
20,1,1,1,20,6.6
20,2,0,1,20,5.4
20,3,1,0,20,4.8
20,4,0,0,20,3.2
20,5,1,1,40,4.2
20,6,0,1,40,2.8
20,7,1,0,40,4.2
20,8,0,0,40,2.3
21,1,1,1,20,6.8
21,2,0,1,20,4.9
21,3,1,0,20,5.8
21,4,0,0,20,3.3
21,5,1,1,40,4.3
21,6,0,1,40,3.2
21,7,1,0,40,3.7
21,8,0,0,40,2.1
22,1,1,1,20,4.9
22,2,0,1,20,5
22,3,1,0,20,6.2
22,4,0,0,20,4.6
22,5,1,1,40,5.2
22,6,0,1,40,1.8
22,7,1,0,40,3.1
22,8,0,0,40,2.5
23,1,1,1,20,5.8
23,2,0,1,20,5.5
23,3,1,0,20,4.8
23,4,0,0,20,3.6
23,5,1,1,40,5.7
23,6,0,1,40,3.1
23,7,1,0,40,4.5
23,8,0,0,40,2.3
24,1,1,1,20,5.7
24,2,0,1,20,4.3
24,3,1,0,20,6.1
24,4,0,0,20,3.8
24,5,1,1,40,5.1
24,6,0,1,40,3.4
24,7,1,0,40,4.5
24,8,0,0,40,2.9
25,1,1,1,20,6.5
25,2,0,1,20,4.3
25,3,1,0,20,5
25,4,0,0,20,2.5
25,5,1,1,40,4.2
25,6,0,1,40,3.1
25,7,1,0,40,4.1
25,8,0,0,40,2.2
26,1,1,1,20,6.7
26,2,0,1,20,4.1
26,3,1,0,20,6.4
26,4,0,0,20,3.7
26,5,1,1,40,4.6
26,6,0,1,40,2.5
26,7,1,0,40,4.5
26,8,0,0,40,2.4
27,1,1,1,20,5.3
27,2,0,1,20,5.3
27,3,1,0,20,5.7
27,4,0,0,20,3.9
27,5,1,1,40,5.5
27,6,0,1,40,3
27,7,1,0,40,4.5
27,8,0,0,40,2.8
28,1,1,1,20,7.1
28,2,0,1,20,5.4
28,3,1,0,20,5.5
28,4,0,0,20,4
28,5,1,1,40,4.1
28,6,0,1,40,3
28,7,1,0,40,3.9
28,8,0,0,40,2.6
29,1,1,1,20,6
29,2,0,1,20,5.2
29,3,1,0,20,5.4
29,4,0,0,20,4.3
29,5,1,1,40,4.5
29,6,0,1,40,3.8
29,7,1,0,40,3.5
29,8,0,0,40,2.4
30,1,1,1,20,6.1
30,2,0,1,20,4.7
30,3,1,0,20,5.8
30,4,0,0,20,4.7
30,5,1,1,40,5.9
30,6,0,1,40,3
30,7,1,0,40,3.8
30,8,0,0,40,2.2
31,1,1,1,20,6.1
31,2,0,1,20,4.6
31,3,1,0,20,5.6
31,4,0,0,20,4.7
31,5,1,1,40,4.5
31,6,0,1,40,2.3
31,7,1,0,40,3.4
31,8,0,0,40,2.4
32,1,1,1,20,6.2
32,2,0,1,20,4.1
32,3,1,0,20,4.8
32,4,0,0,20,4.4
32,5,1,1,40,5.1
32,6,0,1,40,3.3
32,7,1,0,40,4.3
32,8,0,0,40,1.8
33,1,1,1,20,6.5
33,2,0,1,20,5
33,3,1,0,20,4.9
33,4,0,0,20,3.7
33,5,1,1,40,4.8
33,6,0,1,40,3.7
33,7,1,0,40,4.1
33,8,0,0,40,2.3
34,1,1,1,20,6.6
34,2,0,1,20,4.6
34,3,1,0,20,4.7
34,4,0,0,20,3.4
34,5,1,1,40,4.4
34,6,0,1,40,2.7
34,7,1,0,40,3.7
34,8,0,0,40,2.8
35,1,1,1,20,6.4
35,2,0,1,20,5.4
35,3,1,0,20,5
35,4,0,0,20,4.4
35,5,1,1,40,5.2
35,6,0,1,40,3.8
35,7,1,0,40,2.9
35,8,0,0,40,2.7
36,1,1,1,20,6.8
36,2,0,1,20,5
36,3,1,0,20,5
36,4,0,0,20,4.3
36,5,1,1,40,4.8
36,6,0,1,40,3.2
36,7,1,0,40,3.6
36,8,0,0,40,2.6
37,1,1,1,20,6.9
37,2,0,1,20,6
37,3,1,0,20,4.7
37,4,0,0,20,3.6
37,5,1,1,40,5.1
37,6,0,1,40,2.9
37,7,1,0,40,4.1
37,8,0,0,40,2.2
38,1,1,1,20,5.8
38,2,0,1,20,5.1
38,3,1,0,20,4.9
38,4,0,0,20,3.7
38,5,1,1,40,4.6
38,6,0,1,40,3.4
38,7,1,0,40,4
38,8,0,0,40,3.3
39,1,1,1,20,6.2
39,2,0,1,20,5.1
39,3,1,0,20,5.3
39,4,0,0,20,3.6
39,5,1,1,40,4.1
39,6,0,1,40,3.6
39,7,1,0,40,4.5
39,8,0,0,40,2.4
40,1,1,1,20,6.5
40,2,0,1,20,4.2
40,3,1,0,20,5
40,4,0,0,20,4
40,5,1,1,40,4.6
40,6,0,1,40,3.5
40,7,1,0,40,3.9
40,8,0,0,40,1.9
41,1,1,1,20,6
41,2,0,1,20,4.4
41,3,1,0,20,5.1
41,4,0,0,20,4.2
41,5,1,1,40,4.4
41,6,0,1,40,3.4
41,7,1,0,40,4.4
41,8,0,0,40,2.3
42,1,1,1,20,6.4
42,2,0,1,20,4.7
42,3,1,0,20,5.4
42,4,0,0,20,3.8
42,5,1,1,40,4.8
42,6,0,1,40,1.9
42,7,1,0,40,4.6
42,8,0,0,40,2.3
43,1,1,1,20,7.2
43,2,0,1,20,4.6
43,3,1,0,20,4.6
43,4,0,0,20,3.6
43,5,1,1,40,4.5
43,6,0,1,40,2.1
43,7,1,0,40,3.7
43,8,0,0,40,2.4
44,1,1,1,20,6.1
44,2,0,1,20,5
44,3,1,0,20,5.4
44,4,0,0,20,3.3
44,5,1,1,40,5.1
44,6,0,1,40,3.7
44,7,1,0,40,3.6
44,8,0,0,40,1.3
45,1,1,1,20,6.5
45,2,0,1,20,4.8
45,3,1,0,20,5.4
45,4,0,0,20,4.3
45,5,1,1,40,4.6
45,6,0,1,40,2.1
45,7,1,0,40,3.2
45,8,0,0,40,2.4
46,1,1,1,20,5.7
46,2,0,1,20,4.9
46,3,1,0,20,6.4
46,4,0,0,20,4
46,5,1,1,40,4.3
46,6,0,1,40,4.5
46,7,1,0,40,4
46,8,0,0,40,1.9
47,1,1,1,20,5.6
47,2,0,1,20,4.3
47,3,1,0,20,5.5
47,4,0,0,20,4.7
47,5,1,1,40,4.7
47,6,0,1,40,2
47,7,1,0,40,3.7
47,8,0,0,40,1.5
48,1,1,1,20,5.4
48,2,0,1,20,4.8
48,3,1,0,20,6
48,4,0,0,20,4.4
48,5,1,1,40,5.5
48,6,0,1,40,4
48,7,1,0,40,4.2
48,8,0,0,40,2
49,1,1,1,20,6
49,2,0,1,20,5.2
49,3,1,0,20,5.3
49,4,0,0,20,4.5
49,5,1,1,40,4.4
49,6,0,1,40,3.4
49,7,1,0,40,4.3
49,8,0,0,40,1.6
50,1,1,1,20,5.9
50,2,0,1,20,4.8
50,3,1,0,20,5.2
50,4,0,0,20,4
50,5,1,1,40,4.6
50,6,0,1,40,3
50,7,1,0,40,5.1
50,8,0,0,40,3.2
51,1,1,1,20,6.5
51,2,0,1,20,4.5
51,3,1,0,20,5.1
51,4,0,0,20,4.2
51,5,1,1,40,3.6
51,6,0,1,40,3.9
51,7,1,0,40,3.6
51,8,0,0,40,3.1
52,1,1,1,20,6.2
52,2,0,1,20,4.9
52,3,1,0,20,5
52,4,0,0,20,3.6
52,5,1,1,40,4.1
52,6,0,1,40,2.6
52,7,1,0,40,5.2
52,8,0,0,40,3.1
53,1,1,1,20,5.8
53,2,0,1,20,5
53,3,1,0,20,5.7
53,4,0,0,20,3.4
53,5,1,1,40,4.4
53,6,0,1,40,2.4
53,7,1,0,40,3.4
53,8,0,0,40,1.9
54,1,1,1,20,6.6
54,2,0,1,20,5.3
54,3,1,0,20,5.8
54,4,0,0,20,4.1
54,5,1,1,40,4.6
54,6,0,1,40,3.7
54,7,1,0,40,3.7
54,8,0,0,40,3.2
55,1,1,1,20,5.8
55,2,0,1,20,4.7
55,3,1,0,20,5.7
55,4,0,0,20,3.4
55,5,1,1,40,4.8
55,6,0,1,40,3.2
55,7,1,0,40,3.5
55,8,0,0,40,2
56,1,1,1,20,5.5
56,2,0,1,20,4.7
56,3,1,0,20,5.2
56,4,0,0,20,4.6
56,5,1,1,40,4.5
56,6,0,1,40,3.2
56,7,1,0,40,4.4
56,8,0,0,40,2.6
57,1,1,1,20,6.9
57,2,0,1,20,4.6
57,3,1,0,20,6.3
57,4,0,0,20,3.4
57,5,1,1,40,4.1
57,6,0,1,40,2.9
57,7,1,0,40,4.2
57,8,0,0,40,2.6
58,1,1,1,20,7
58,2,0,1,20,5.1
58,3,1,0,20,5.4
58,4,0,0,20,4.1
58,5,1,1,40,4.8
58,6,0,1,40,2.5
58,7,1,0,40,4.1
58,8,0,0,40,2.4
59,1,1,1,20,6.3
59,2,0,1,20,4.9
59,3,1,0,20,5.3
59,4,0,0,20,3.4
59,5,1,1,40,5.5
59,6,0,1,40,2.9
59,7,1,0,40,3.6
59,8,0,0,40,2.2
60,1,1,1,20,5.9
60,2,0,1,20,4.7
60,3,1,0,20,5.9
60,4,0,0,20,4.2
60,5,1,1,40,4.4
60,6,0,1,40,3.2
60,7,1,0,40,2.7
60,8,0,0,40,2.2
61,1,1,1,20,6.2
61,2,0,1,20,5.4
61,3,1,0,20,5.9
61,4,0,0,20,3.8
61,5,1,1,40,4.3
61,6,0,1,40,3.7
61,7,1,0,40,4
61,8,0,0,40,1.5
62,1,1,1,20,6
62,2,0,1,20,5.3
62,3,1,0,20,4.9
62,4,0,0,20,2.7
62,5,1,1,40,4.6
62,6,0,1,40,2.7
62,7,1,0,40,4.7
62,8,0,0,40,2.6
63,1,1,1,20,6.1
63,2,0,1,20,3.9
63,3,1,0,20,5.5
63,4,0,0,20,3.8
63,5,1,1,40,5.3
63,6,0,1,40,4.1
63,7,1,0,40,3.9
63,8,0,0,40,2.2
64,1,1,1,20,6.7
64,2,0,1,20,4.4
64,3,1,0,20,6.2
64,4,0,0,20,3.3
64,5,1,1,40,5
64,6,0,1,40,2.7
64,7,1,0,40,3.9
64,8,0,0,40,2.3
65,1,1,1,20,6.9
65,2,0,1,20,5.6
65,3,1,0,20,5.8
65,4,0,0,20,3.9
65,5,1,1,40,4.6
65,6,0,1,40,2.8
65,7,1,0,40,3.7
65,8,0,0,40,1.9
66,1,1,1,20,5.6
66,2,0,1,20,4.4
66,3,1,0,20,6.3
66,4,0,0,20,3.4
66,5,1,1,40,4.4
66,6,0,1,40,3.1
66,7,1,0,40,3.2
66,8,0,0,40,2.6
67,1,1,1,20,6.3
67,2,0,1,20,4.5
67,3,1,0,20,4.5
67,4,0,0,20,4.4
67,5,1,1,40,4
67,6,0,1,40,3.2
67,7,1,0,40,3.6
67,8,0,0,40,3.1
68,1,1,1,20,5.9
68,2,0,1,20,5.3
68,3,1,0,20,5.9
68,4,0,0,20,3.7
68,5,1,1,40,5.4
68,6,0,1,40,3.1
68,7,1,0,40,3.1
68,8,0,0,40,1.9
69,1,1,1,20,6.8
69,2,0,1,20,4.3
69,3,1,0,20,5.1
69,4,0,0,20,4.4
69,5,1,1,40,4.5
69,6,0,1,40,2.6
69,7,1,0,40,3.8
69,8,0,0,40,1.7
70,1,1,1,20,5.5
70,2,0,1,20,5.1
70,3,1,0,20,5.6
70,4,0,0,20,4
70,5,1,1,40,3.6
70,6,0,1,40,2.8
70,7,1,0,40,4.5
70,8,0,0,40,2.1
71,1,1,1,20,5.9
71,2,0,1,20,4.8
71,3,1,0,20,5.3
71,4,0,0,20,4.4
71,5,1,1,40,3.9
71,6,0,1,40,3.3
71,7,1,0,40,4.3
71,8,0,0,40,2
72,1,1,1,20,5.8
72,2,0,1,20,3.7
72,3,1,0,20,5.3
72,4,0,0,20,3.2
72,5,1,1,40,4.3
72,6,0,1,40,2.6
72,7,1,0,40,3.1
72,8,0,0,40,1.8
73,1,1,1,20,6.1
73,2,0,1,20,5.2
73,3,1,0,20,5.7
73,4,0,0,20,3.3
73,5,1,1,40,4.6
73,6,0,1,40,3.3
73,7,1,0,40,4.2
73,8,0,0,40,3
74,1,1,1,20,6.3
74,2,0,1,20,4.1
74,3,1,0,20,5
74,4,0,0,20,4.3
74,5,1,1,40,5.1
74,6,0,1,40,2.6
74,7,1,0,40,3.6
74,8,0,0,40,2.6
75,1,1,1,20,6.9
75,2,0,1,20,4.4
75,3,1,0,20,5
75,4,0,0,20,3.8
75,5,1,1,40,4.5
75,6,0,1,40,2.7
75,7,1,0,40,4
75,8,0,0,40,2.6
76,1,1,1,20,6.4
76,2,0,1,20,5
76,3,1,0,20,5.8
76,4,0,0,20,4.5
76,5,1,1,40,4.2
76,6,0,1,40,3
76,7,1,0,40,4.1
76,8,0,0,40,2
77,1,1,1,20,6.1
77,2,0,1,20,4.9
77,3,1,0,20,6.1
77,4,0,0,20,4.5
77,5,1,1,40,4.3
77,6,0,1,40,3.4
77,7,1,0,40,4.3
77,8,0,0,40,1.8
78,1,1,1,20,6.5
78,2,0,1,20,3.4
78,3,1,0,20,4.8
78,4,0,0,20,4.1
78,5,1,1,40,5.1
78,6,0,1,40,2.3
78,7,1,0,40,3.5
78,8,0,0,40,3.8
79,1,1,1,20,5.3
79,2,0,1,20,5.3
79,3,1,0,20,5.6
79,4,0,0,20,4.3
79,5,1,1,40,5.9
79,6,0,1,40,3.3
79,7,1,0,40,3.9
79,8,0,0,40,2.3
80,1,1,1,20,6.4
80,2,0,1,20,4.9
80,3,1,0,20,5.1
80,4,0,0,20,3.7
80,5,1,1,40,4.3
80,6,0,1,40,2.9
80,7,1,0,40,3.4
80,8,0,0,40,2.9
81,1,1,1,20,7.1
81,2,0,1,20,4.6
81,3,1,0,20,4.8
81,4,0,0,20,3.5
81,5,1,1,40,4.6
81,6,0,1,40,2.1
81,7,1,0,40,3.3
81,8,0,0,40,1.1
82,1,1,1,20,6.5
82,2,0,1,20,5.9
82,3,1,0,20,5.4
82,4,0,0,20,4
82,5,1,1,40,4.5
82,6,0,1,40,2.4
82,7,1,0,40,4.4
82,8,0,0,40,2.6
83,1,1,1,20,5.8
83,2,0,1,20,5.2
83,3,1,0,20,5.7
83,4,0,0,20,4
83,5,1,1,40,4.1
83,6,0,1,40,3.2
83,7,1,0,40,3.5
83,8,0,0,40,2.3
84,1,1,1,20,5.9
84,2,0,1,20,4.4
84,3,1,0,20,4.7
84,4,0,0,20,3.6
84,5,1,1,40,4.5
84,6,0,1,40,3.3
84,7,1,0,40,3.4
84,8,0,0,40,2.7
85,1,1,1,20,5.1
85,2,0,1,20,4.4
85,3,1,0,20,5.9
85,4,0,0,20,4.3
85,5,1,1,40,5.2
85,6,0,1,40,3.2
85,7,1,0,40,3.9
85,8,0,0,40,2.2
86,1,1,1,20,5.8
86,2,0,1,20,4.1
86,3,1,0,20,5.4
86,4,0,0,20,3.5
86,5,1,1,40,4.2
86,6,0,1,40,2.8
86,7,1,0,40,3.1
86,8,0,0,40,3
87,1,1,1,20,6.5
87,2,0,1,20,4.7
87,3,1,0,20,5
87,4,0,0,20,3.4
87,5,1,1,40,4.4
87,6,0,1,40,3.1
87,7,1,0,40,3.9
87,8,0,0,40,3.5
88,1,1,1,20,5.7
88,2,0,1,20,4.5
88,3,1,0,20,5.3
88,4,0,0,20,4.3
88,5,1,1,40,4.8
88,6,0,1,40,3.2
88,7,1,0,40,3.6
88,8,0,0,40,2
89,1,1,1,20,6.4
89,2,0,1,20,4.9
89,3,1,0,20,6.1
89,4,0,0,20,3.5
89,5,1,1,40,4.1
89,6,0,1,40,2.2
89,7,1,0,40,4.4
89,8,0,0,40,1.6
90,1,1,1,20,6.7
90,2,0,1,20,5.3
90,3,1,0,20,5.7
90,4,0,0,20,4.1
90,5,1,1,40,4.9
90,6,0,1,40,3.5
90,7,1,0,40,4.7
90,8,0,0,40,3.1
91,1,1,1,20,5.3
91,2,0,1,20,5.2
91,3,1,0,20,5.9
91,4,0,0,20,3.2
91,5,1,1,40,5.2
91,6,0,1,40,3.9
91,7,1,0,40,4.4
91,8,0,0,40,2.1
92,1,1,1,20,6.2
92,2,0,1,20,5
92,3,1,0,20,5
92,4,0,0,20,4
92,5,1,1,40,4.8
92,6,0,1,40,2.5
92,7,1,0,40,4.2
92,8,0,0,40,2.3
93,1,1,1,20,6.2
93,2,0,1,20,4.9
93,3,1,0,20,5.6
93,4,0,0,20,4.7
93,5,1,1,40,5.1
93,6,0,1,40,3.2
93,7,1,0,40,4
93,8,0,0,40,2.5
94,1,1,1,20,7.4
94,2,0,1,20,5.2
94,3,1,0,20,5.3
94,4,0,0,20,3.6
94,5,1,1,40,4.6
94,6,0,1,40,3.4
94,7,1,0,40,4.1
94,8,0,0,40,1.5
95,1,1,1,20,6.6
95,2,0,1,20,4.5
95,3,1,0,20,5.7
95,4,0,0,20,3.4
95,5,1,1,40,4.5
95,6,0,1,40,2.5
95,7,1,0,40,4.8
95,8,0,0,40,2
96,1,1,1,20,6.3
96,2,0,1,20,5.3
96,3,1,0,20,5.4
96,4,0,0,20,3.5
96,5,1,1,40,4.2
96,6,0,1,40,3.3
96,7,1,0,40,3.6
96,8,0,0,40,2.1
97,1,1,1,20,6
97,2,0,1,20,5.3
97,3,1,0,20,6.1
97,4,0,0,20,3.8
97,5,1,1,40,4.1
97,6,0,1,40,3.5
97,7,1,0,40,2.9
97,8,0,0,40,2.5
98,1,1,1,20,6.2
98,2,0,1,20,5.5
98,3,1,0,20,4.7
98,4,0,0,20,3.7
98,5,1,1,40,4
98,6,0,1,40,3.4
98,7,1,0,40,3.7
98,8,0,0,40,2.1
99,1,1,1,20,5.9
99,2,0,1,20,5
99,3,1,0,20,6
99,4,0,0,20,4.1
99,5,1,1,40,3.6
99,6,0,1,40,3.4
99,7,1,0,40,4.5
99,8,0,0,40,2.7
100,1,1,1,20,5.9
100,2,0,1,20,4.1
100,3,1,0,20,4.7
100,4,0,0,20,4.5
100,5,1,1,40,4.6
100,6,0,1,40,2.9
100,7,1,0,40,4.1
100,8,0,0,40,2.1
