"respondent_id","profile_id","premium","deductible","network","rating"
30,6,300,500,"Large",5.5
30,7,200,1500,"Large",5.9
30,8,300,1500,"Large",5.5
31,1,200,500,"Small",5.9
31,2,300,500,"Small",4.6
31,3,200,1500,"Small",5.6
31,4,300,1500,"Small",4.2
31,5,200,500,"Large",6.3
31,6,300,500,"Large",5.1
31,7,200,1500,"Large",5.7
31,8,300,1500,"Large",3.9
32,1,200,500,"Small",6.4
32,2,300,500,"Small",4.3
32,3,200,1500,"Small",4.9
32,4,300,1500,"Small",4.2
32,5,200,500,"Large",6.2
32,6,300,500,"Large",5.1
32,7,200,1500,"Large",6.4
32,8,300,1500,"Large",4.1
33,1,200,500,"Small",5.6
33,2,300,500,"Small",5.3
33,3,200,1500,"Small",4.9
33,4,300,1500,"Small",3.6
33,5,200,500,"Large",6.5
33,6,300,500,"Large",5.5
33,7,200,1500,"Large",5.3
33,8,300,1500,"Large",4.4
34,1,200,500,"Small",5.7
34,2,300,500,"Small",4.1
34,3,200,1500,"Small",5.1
34,4,300,1500,"Small",4.7
34,5,200,500,"Large",6.8
34,6,300,500,"Large",4.8
34,7,200,1500,"Large",5.8
34,8,300,1500,"Large",4.3
35,1,200,500,"Small",5.7
35,2,300,500,"Small",5
35,3,200,1500,"Small",5.4
35,4,300,1500,"Small",4.3
35,5,200,500,"Large",6.6
35,6,300,500,"Large",4.7
35,7,200,1500,"Large",5.4
35,8,300,1500,"Large",3.8
36,1,200,500,"Small",6.1
36,2,300,500,"Small",5.2
36,3,200,1500,"Small",4.2
36,4,300,1500,"Small",3.9
36,5,200,500,"Large",6.6
36,6,300,500,"Large",5
36,7,200,1500,"Large",5.2
36,8,300,1500,"Large",3.9
37,1,200,500,"Small",6.4
37,2,300,500,"Small",4.4
37,3,200,1500,"Small",5.6
37,4,300,1500,"Small",3.5
37,5,200,500,"Large",7
37,6,300,500,"Large",5.4
37,7,200,1500,"Large",5.7
37,8,300,1500,"Large",5
38,1,200,500,"Small",5.6
38,2,300,500,"Small",4.4
38,3,200,1500,"Small",5
38,4,300,1500,"Small",3.8
38,5,200,500,"Large",6.3
38,6,300,500,"Large",5.1
38,7,200,1500,"Large",5.2
38,8,300,1500,"Large",4.9
39,1,200,500,"Small",5.3
39,2,300,500,"Small",4.2
39,3,200,1500,"Small",4.6
39,4,300,1500,"Small",4.7
39,5,200,500,"Large",6.6
39,6,300,500,"Large",5.5
39,7,200,1500,"Large",4.7
39,8,300,1500,"Large",4.3
40,1,200,500,"Small",6.3
40,2,300,500,"Small",5.2
40,3,200,1500,"Small",4
40,4,300,1500,"Small",2.7
40,5,200,500,"Large",5.7
40,6,300,500,"Large",4.5
40,7,200,1500,"Large",6
40,8,300,1500,"Large",4.7
41,1,200,500,"Small",6.6
41,2,300,500,"Small",4.6
41,3,200,1500,"Small",4.9
41,4,300,1500,"Small",4.7
41,5,200,500,"Large",6.7
41,6,300,500,"Large",5.5
41,7,200,1500,"Large",6.2
41,8,300,1500,"Large",4.3
42,1,200,500,"Small",5.9
42,2,300,500,"Small",5.1
42,3,200,1500,"Small",4.1
42,4,300,1500,"Small",3.9
42,5,200,500,"Large",5.9
42,6,300,500,"Large",4.7
42,7,200,1500,"Large",5.3
42,8,300,1500,"Large",4.6
43,1,200,500,"Small",5.7
43,2,300,500,"Small",4
43,3,200,1500,"Small",5.3
43,4,300,1500,"Small",4.1
43,5,200,500,"Large",6.6
43,6,300,500,"Large",5.3
43,7,200,1500,"Large",6.3
43,8,300,1500,"Large",4.1
44,1,200,500,"Small",5.5
44,2,300,500,"Small",4.9
44,3,200,1500,"Small",5.4
44,4,300,1500,"Small",4.4
44,5,200,500,"Large",6.3
44,6,300,500,"Large",5.5
44,7,200,1500,"Large",6.2
44,8,300,1500,"Large",4.1
45,1,200,500,"Small",6.6
45,2,300,500,"Small",4.2
45,3,200,1500,"Small",4.2
45,4,300,1500,"Small",3.8
45,5,200,500,"Large",6.5
45,6,300,500,"Large",4.8
45,7,200,1500,"Large",5.1
45,8,300,1500,"Large",4.1
46,1,200,500,"Small",6.3
46,2,300,500,"Small",3.5
46,3,200,1500,"Small",4
46,4,300,1500,"Small",3.2
46,5,200,500,"Large",6.9
46,6,300,500,"Large",5.6
46,7,200,1500,"Large",5.2
46,8,300,1500,"Large",4.5
47,1,200,500,"Small",6.1
47,2,300,500,"Small",4.8
47,3,200,1500,"Small",5.3
47,4,300,1500,"Small",3.9
47,5,200,500,"Large",6.5
47,6,300,500,"Large",4.4
47,7,200,1500,"Large",6.7
47,8,300,1500,"Large",4.4
48,1,200,500,"Small",6
48,2,300,500,"Small",3.9
48,3,200,1500,"Small",4.9
48,4,300,1500,"Small",4.2
48,5,200,500,"Large",6.4
48,6,300,500,"Large",5.3
48,7,200,1500,"Large",5
48,8,300,1500,"Large",4.7
49,1,200,500,"Small",5.5
49,2,300,500,"Small",3.7
49,3,200,1500,"Small",5.4
49,4,300,1500,"Small",3.9
49,5,200,500,"Large",6
49,6,300,500,"Large",5.3
49,7,200,1500,"Large",4.7
49,8,300,1500,"Large",5.5
50,1,200,500,"Small",4.6
50,2,300,500,"Small",4.7
50,3,200,1500,"Small",4.9
50,4,300,1500,"Small",3.3
50,5,200,500,"Large",6.5
50,6,300,500,"Large",4.9
50,7,200,1500,"Large",6.4
50,8,300,1500,"Large",3.9
51,1,200,500,"Small",6.4
51,2,300,500,"Small",4.8
51,3,200,1500,"Small",4.5
51,4,300,1500,"Small",3.8
51,5,200,500,"Large",5.9
51,6,300,500,"Large",4.1
51,7,200,1500,"Large",6.6
51,8,300,1500,"Large",5.2
52,1,200,500,"Small",5.8
52,2,300,500,"Small",3.8
52,3,200,1500,"Small",5.3
52,4,300,1500,"Small",3.4
52,5,200,500,"Large",6.6
52,6,300,500,"Large",5.6
52,7,200,1500,"Large",5.7
52,8,300,1500,"Large",4.4
53,1,200,500,"Small",6.3
53,2,300,500,"Small",5.1
53,3,200,1500,"Small",5.3
53,4,300,1500,"Small",3.8
53,5,200,500,"Large",6.8
53,6,300,500,"Large",5.3
53,7,200,1500,"Large",6.4
53,8,300,1500,"Large",3.8
54,1,200,500,"Small",5.7
54,2,300,500,"Small",5.1
54,3,200,1500,"Small",4.7
54,4,300,1500,"Small",3
54,5,200,500,"Large",6.6
54,6,300,500,"Large",4.9
54,7,200,1500,"Large",5.4
54,8,300,1500,"Large",4.8
55,1,200,500,"Small",6.8
55,2,300,500,"Small",4.6
55,3,200,1500,"Small",5.5
55,4,300,1500,"Small",2.8
55,5,200,500,"Large",6.4
55,6,300,500,"Large",4.3
55,7,200,1500,"Large",4.8
55,8,300,1500,"Large",5.2
56,1,200,500,"Small",6.1
56,2,300,500,"Small",4.8
56,3,200,1500,"Small",4.8
56,4,300,1500,"Small",3.2
56,5,200,500,"Large",6.6
56,6,300,500,"Large",4.6
56,7,200,1500,"Large",6.9
56,8,300,1500,"Large",4.5
57,1,200,500,"Small",5.9
57,2,300,500,"Small",3.8
57,3,200,1500,"Small",5.3
57,4,300,1500,"Small",4.4
57,5,200,500,"Large",6.5
57,6,300,500,"Large",5.2
57,7,200,1500,"Large",6.4
57,8,300,1500,"Large",4.8
58,1,200,500,"Small",6.1
58,2,300,500,"Small",5.1
58,3,200,1500,"Small",5.2
58,4,300,1500,"Small",5.4
58,5,200,500,"Large",6.5
58,6,300,500,"Large",5.7
58,7,200,1500,"Large",6.1
58,8,300,1500,"Large",4.8
59,1,200,500,"Small",6.3
59,2,300,500,"Small",4.7
59,3,200,1500,"Small",4.1
59,4,300,1500,"Small",3.4
59,5,200,500,"Large",7.5
59,6,300,500,"Large",6.1
59,7,200,1500,"Large",5.6
59,8,300,1500,"Large",3.2
60,1,200,500,"Small",5.4
60,2,300,500,"Small",3.8
60,3,200,1500,"Small",4.2
60,4,300,1500,"Small",4.3
60,5,200,500,"Large",6.4
60,6,300,500,"Large",5.9
60,7,200,1500,"Large",5
60,8,300,1500,"Large",3.9
61,1,200,500,"Small",6.1
61,2,300,500,"Small",5.1
61,3,200,1500,"Small",5
61,4,300,1500,"Small",3.4
61,5,200,500,"Large",7.3
61,6,300,500,"Large",6
61,7,200,1500,"Large",6.2
61,8,300,1500,"Large",4.9
62,1,200,500,"Small",5.2
62,2,300,500,"Small",3.5
62,3,200,1500,"Small",6.1
62,4,300,1500,"Small",4
62,5,200,500,"Large",5.9
62,6,300,500,"Large",5.9
62,7,200,1500,"Large",5.3
62,8,300,1500,"Large",4.2
63,1,200,500,"Small",6
63,2,300,500,"Small",3.9
63,3,200,1500,"Small",4.8
63,4,300,1500,"Small",3.3
63,5,200,500,"Large",6.9
63,6,300,500,"Large",5.3
63,7,200,1500,"Large",5.5
63,8,300,1500,"Large",5.1
64,1,200,500,"Small",5.7
64,2,300,500,"Small",4.4
64,3,200,1500,"Small",5.1
64,4,300,1500,"Small",3.5
64,5,200,500,"Large",6.4
64,6,300,500,"Large",5.6
64,7,200,1500,"Large",5.8
64,8,300,1500,"Large",5.3
65,1,200,500,"Small",5.5
65,2,300,500,"Small",4.4
65,3,200,1500,"Small",5.7
65,4,300,1500,"Small",3.2
65,5,200,500,"Large",5.6
65,6,300,500,"Large",5.5
65,7,200,1500,"Large",5.4
65,8,300,1500,"Large",4
66,1,200,500,"Small",5.3
66,2,300,500,"Small",4.9
66,3,200,1500,"Small",4.7
66,4,300,1500,"Small",3.8
66,5,200,500,"Large",6
66,6,300,500,"Large",5.4
66,7,200,1500,"Large",5.3
66,8,300,1500,"Large",4.7
67,1,200,500,"Small",5.5
67,2,300,500,"Small",5.5
67,3,200,1500,"Small",5.3
67,4,300,1500,"Small",2.9
67,5,200,500,"Large",7
67,6,300,500,"Large",5.1
67,7,200,1500,"Large",5.8
67,8,300,1500,"Large",5.1
68,1,200,500,"Small",6
68,2,300,500,"Small",5.8
68,3,200,1500,"Small",4.8
68,4,300,1500,"Small",4
68,5,200,500,"Large",6.6
68,6,300,500,"Large",5.5
68,7,200,1500,"Large",6.1
68,8,300,1500,"Large",4.7
69,1,200,500,"Small",5.1
69,2,300,500,"Small",4.3
69,3,200,1500,"Small",5.1
69,4,300,1500,"Small",3.6
69,5,200,500,"Large",6.5
69,6,300,500,"Large",4.8
69,7,200,1500,"Large",6.1
69,8,300,1500,"Large",4.6
70,1,200,500,"Small",6
70,2,300,500,"Small",4.4
70,3,200,1500,"Small",4.7
70,4,300,1500,"Small",4.6
70,5,200,500,"Large",5.9
70,6,300,500,"Large",4.7
70,7,200,1500,"Large",5.3
70,8,300,1500,"Large",5.4
71,1,200,500,"Small",5.7
71,2,300,500,"Small",5.1
71,3,200,1500,"Small",4.5
71,4,300,1500,"Small",3.6
71,5,200,500,"Large",6.3
71,6,300,500,"Large",5.5
71,7,200,1500,"Large",5.5
71,8,300,1500,"Large",4.8
72,1,200,500,"Small",5.8
72,2,300,500,"Small",4.6
72,3,200,1500,"Small",6.1
72,4,300,1500,"Small",3.5
72,5,200,500,"Large",6.8
72,6,300,500,"Large",5.7
72,7,200,1500,"Large",6.5
72,8,300,1500,"Large",4.6
73,1,200,500,"Small",5.9
73,2,300,500,"Small",4.6
73,3,200,1500,"Small",5.4
73,4,300,1500,"Small",4.2
73,5,200,500,"Large",6.2
73,6,300,500,"Large",5.6
73,7,200,1500,"Large",5.9
73,8,300,1500,"Large",4.8
74,1,200,500,"Small",7.2
74,2,300,500,"Small",4.7
74,3,200,1500,"Small",4.8
74,4,300,1500,"Small",4.1
74,5,200,500,"Large",6.2
74,6,300,500,"Large",4.8
74,7,200,1500,"Large",5.5
74,8,300,1500,"Large",4.5
75,1,200,500,"Small",6.2
75,2,300,500,"Small",4.7
75,3,200,1500,"Small",4.6
75,4,300,1500,"Small",3.8
75,5,200,500,"Large",5.6
75,6,300,500,"Large",5
75,7,200,1500,"Large",5
75,8,300,1500,"Large",3.8
76,1,200,500,"Small",6.2
76,2,300,500,"Small",4.5
76,3,200,1500,"Small",5.1
76,4,300,1500,"Small",4.1
76,5,200,500,"Large",6.1
76,6,300,500,"Large",5
76,7,200,1500,"Large",5.4
76,8,300,1500,"Large",4.3
77,1,200,500,"Small",5.2
77,2,300,500,"Small",4.9
77,3,200,1500,"Small",5.4
77,4,300,1500,"Small",3.5
77,5,200,500,"Large",7.2
77,6,300,500,"Large",5
77,7,200,1500,"Large",5.5
77,8,300,1500,"Large",3.7
78,1,200,500,"Small",5.8
78,2,300,500,"Small",4.1
78,3,200,1500,"Small",5.2
78,4,300,1500,"Small",3.9
78,5,200,500,"Large",6.8
78,6,300,500,"Large",4.8
78,7,200,1500,"Large",4.8
78,8,300,1500,"Large",4.6
79,1,200,500,"Small",6
79,2,300,500,"Small",5.2
79,3,200,1500,"Small",5
79,4,300,1500,"Small",4.1
79,5,200,500,"Large",6.6
79,6,300,500,"Large",4.9
79,7,200,1500,"Large",4.9
79,8,300,1500,"Large",4.1
80,1,200,500,"Small",5.8
80,2,300,500,"Small",4.6
80,3,200,1500,"Small",4.4
80,4,300,1500,"Small",3.8
80,5,200,500,"Large",5.8
80,6,300,500,"Large",5.5
80,7,200,1500,"Large",5.7
80,8,300,1500,"Large",4.2
81,1,200,500,"Small",6.1
81,2,300,500,"Small",4.1
81,3,200,1500,"Small",5.6
81,4,300,1500,"Small",3.5
81,5,200,500,"Large",5.4
81,6,300,500,"Large",4.7
81,7,200,1500,"Large",5.5
81,8,300,1500,"Large",4.4
82,1,200,500,"Small",5.4
82,2,300,500,"Small",4.4
82,3,200,1500,"Small",5.2
82,4,300,1500,"Small",4
82,5,200,500,"Large",6.4
82,6,300,500,"Large",4.7
82,7,200,1500,"Large",5.8
82,8,300,1500,"Large",5.2
83,1,200,500,"Small",5.3
83,2,300,500,"Small",5.5
83,3,200,1500,"Small",5.5
83,4,300,1500,"Small",3.2
83,5,200,500,"Large",5.9
83,6,300,500,"Large",5
83,7,200,1500,"Large",5.6
83,8,300,1500,"Large",4
84,1,200,500,"Small",5.4
84,2,300,500,"Small",4.7
84,3,200,1500,"Small",5.2
84,4,300,1500,"Small",3.5
84,5,200,500,"Large",6.1
84,6,300,500,"Large",4.7
84,7,200,1500,"Large",4.3
84,8,300,1500,"Large",4.2
85,1,200,500,"Small",5.4
85,2,300,500,"Small",4.5
85,3,200,1500,"Small",4.6
85,4,300,1500,"Small",4.1
85,5,200,500,"Large",5.6
85,6,300,500,"Large",6
85,7,200,1500,"Large",5.1
85,8,300,1500,"Large",4.7
86,1,200,500,"Small",6.7
86,2,300,500,"Small",4.2
86,3,200,1500,"Small",4.9
86,4,300,1500,"Small",3.5
86,5,200,500,"Large",6.4
86,6,300,500,"Large",5.4
86,7,200,1500,"Large",4.9
86,8,300,1500,"Large",3.9
87,1,200,500,"Small",5.1
87,2,300,500,"Small",4.8
87,3,200,1500,"Small",5.2
87,4,300,1500,"Small",3.5
87,5,200,500,"Large",5.8
87,6,300,500,"Large",4.3
87,7,200,1500,"Large",6
87,8,300,1500,"Large",4.1
88,1,200,500,"Small",6.1
88,2,300,500,"Small",5.5
88,3,200,1500,"Small",5.7
88,4,300,1500,"Small",3.4
88,5,200,500,"Large",6.9
88,6,300,500,"Large",4.8
88,7,200,1500,"Large",5.8
88,8,300,1500,"Large",4.5
89,1,200,500,"Small",6
89,2,300,500,"Small",4.6
89,3,200,1500,"Small",5.2
89,4,300,1500,"Small",4.2
89,5,200,500,"Large",5.3
89,6,300,500,"Large",5
89,7,200,1500,"Large",5.8
89,8,300,1500,"Large",4.6
90,1,200,500,"Small",5.8
90,2,300,500,"Small",5.4
90,3,200,1500,"Small",5
90,4,300,1500,"Small",3.9
90,5,200,500,"Large",6.3
90,6,300,500,"Large",6.3
90,7,200,1500,"Large",5.3
90,8,300,1500,"Large",5
91,1,200,500,"Small",6.3
91,2,300,500,"Small",4.2
91,3,200,1500,"Small",5.7
91,4,300,1500,"Small",4.1
91,5,200,500,"Large",6.9
91,6,300,500,"Large",4.3
91,7,200,1500,"Large",5.3
91,8,300,1500,"Large",4.3
92,1,200,500,"Small",5.8
92,2,300,500,"Small",4.5
92,3,200,1500,"Small",5
92,4,300,1500,"Small",4.1
92,5,200,500,"Large",6.8
92,6,300,500,"Large",6
92,7,200,1500,"Large",6
92,8,300,1500,"Large",3.9
93,1,200,500,"Small",5.1
93,2,300,500,"Small",5.2
93,3,200,1500,"Small",4.9
93,4,300,1500,"Small",4
93,5,200,500,"Large",6.6
93,6,300,500,"Large",5.5
93,7,200,1500,"Large",5.4
93,8,300,1500,"Large",4.3
94,1,200,500,"Small",6
94,2,300,500,"Small",4.2
94,3,200,1500,"Small",4.9
94,4,300,1500,"Small",3.6
94,5,200,500,"Large",5.8
94,6,300,500,"Large",5.2
94,7,200,1500,"Large",5.9
94,8,300,1500,"Large",4.5
95,1,200,500,"Small",5.9
95,2,300,500,"Small",4.5
95,3,200,1500,"Small",5
95,4,300,1500,"Small",3.1
95,5,200,500,"Large",7
95,6,300,500,"Large",5.9
95,7,200,1500,"Large",6.1
95,8,300,1500,"Large",4.7
96,1,200,500,"Small",5.8
96,2,300,500,"Small",4.3
96,3,200,1500,"Small",5.1
96,4,300,1500,"Small",3.6
96,5,200,500,"Large",6.7
96,6,300,500,"Large",5.3
96,7,200,1500,"Large",5.7
96,8,300,1500,"Large",4.3
97,1,200,500,"Small",5.9
97,2,300,500,"Small",4.9
97,3,200,1500,"Small",5.8
97,4,300,1500,"Small",3.2
97,5,200,500,"Large",6.1
97,6,300,500,"Large",6
97,7,200,1500,"Large",5.6
97,8,300,1500,"Large",5.3
98,1,200,500,"Small",5.4
98,2,300,500,"Small",5.1
98,3,200,1500,"Small",4.6
98,4,300,1500,"Small",3.4
98,5,200,500,"Large",6.5
98,6,300,500,"Large",5
98,7,200,1500,"Large",5.1
98,8,300,1500,"Large",3.9
99,1,200,500,"Small",5.9
99,2,300,500,"Small",4
99,3,200,1500,"Small",5.6
99,4,300,1500,"Small",4.5
99,5,200,500,"Large",5.7
99,6,300,500,"Large",4.3
99,7,200,1500,"Large",4.6
99,8,300,1500,"Large",4.8
100,1,200,500,"Small",5.2
100,2,300,500,"Small",5.1
100,3,200,1500,"Small",4.9
100,4,300,1500,"Small",3.2
100,5,200,500,"Large",5.9
100,6,300,500,"Large",5.2
100,7,200,1500,"Large",6.7
100,8,300,1500,"Large",4.6
