"respondent_id","profile_id","wait_15min","hours_extended","provider_md","visit_cost","rating"
11,13,1,1,0,150,5.2
11,14,0,1,0,150,2.9
11,15,1,0,0,150,5.5
11,16,0,0,0,150,2.8
12,1,1,1,1,75,5.7
12,2,0,1,1,75,3.9
12,3,1,0,1,75,5.8
12,4,0,0,1,75,3.7
12,5,1,1,0,75,6.5
12,6,0,1,0,75,4.2
12,7,1,0,0,75,4.9
12,8,0,0,0,75,4.3
12,9,1,1,1,150,6
12,10,0,1,1,150,4.1
12,11,1,0,1,150,4.3
12,12,0,0,1,150,3.2
12,13,1,1,0,150,3.6
12,14,0,1,0,150,1.9
12,15,1,0,0,150,4.7
12,16,0,0,0,150,1.6
13,1,1,1,1,75,7
13,2,0,1,1,75,6.5
13,3,1,0,1,75,5.5
13,4,0,0,1,75,3.2
13,5,1,1,0,75,3.9
13,6,0,1,0,75,4.4
13,7,1,0,0,75,5.2
13,8,0,0,0,75,4.3
13,9,1,1,1,150,4.9
13,10,0,1,1,150,3.3
13,11,1,0,1,150,4.2
13,12,0,0,1,150,2.8
13,13,1,1,0,150,5.3
13,14,0,1,0,150,2.5
13,15,1,0,0,150,4
13,16,0,0,0,150,2.3
14,1,1,1,1,75,6.9
14,2,0,1,1,75,6.1
14,3,1,0,1,75,4.4
14,4,0,0,1,75,4.5
14,5,1,1,0,75,7.3
14,6,0,1,0,75,3.5
14,7,1,0,0,75,5.4
14,8,0,0,0,75,2.7
14,9,1,1,1,150,5
14,10,0,1,1,150,3.5
14,11,1,0,1,150,4.2
14,12,0,0,1,150,4.1
14,13,1,1,0,150,4.7
14,14,0,1,0,150,1.9
14,15,1,0,0,150,3.2
14,16,0,0,0,150,1.7
15,1,1,1,1,75,6.4
15,2,0,1,1,75,5.5
15,3,1,0,1,75,5.3
15,4,0,0,1,75,4.4
15,5,1,1,0,75,6
15,6,0,1,0,75,3.6
15,7,1,0,0,75,5.2
15,8,0,0,0,75,3
15,9,1,1,1,150,5.3
15,10,0,1,1,150,4.8
15,11,1,0,1,150,4.2
15,12,0,0,1,150,2.4
15,13,1,1,0,150,3.6
15,14,0,1,0,150,3.2
15,15,1,0,0,150,3.7
15,16,0,0,0,150,3.2
16,1,1,1,1,75,5.2
16,2,0,1,1,75,4.3
16,3,1,0,1,75,5.4
16,4,0,0,1,75,4.1
16,5,1,1,0,75,5.8
16,6,0,1,0,75,4.7
16,7,1,0,0,75,7.3
16,8,0,0,0,75,3.2
16,9,1,1,1,150,5.4
16,10,0,1,1,150,2.9
16,11,1,0,1,150,5.2
16,12,0,0,1,150,1.5
16,13,1,1,0,150,4.5
16,14,0,1,0,150,3.2
16,15,1,0,0,150,4.5
16,16,0,0,0,150,2.2
17,1,1,1,1,75,7.3
17,2,0,1,1,75,3.9
17,3,1,0,1,75,5.3
17,4,0,0,1,75,3.9
17,5,1,1,0,75,7.1
17,6,0,1,0,75,4.5
17,7,1,0,0,75,5.1
17,8,0,0,0,75,3.6
17,9,1,1,1,150,4.4
17,10,0,1,1,150,2.4
17,11,1,0,1,150,4.6
17,12,0,0,1,150,1.8
17,13,1,1,0,150,5
17,14,0,1,0,150,2
17,15,1,0,0,150,3.2
17,16,0,0,0,150,2
18,1,1,1,1,75,5.9
18,2,0,1,1,75,4.9
18,3,1,0,1,75,6
18,4,0,0,1,75,5.3
18,5,1,1,0,75,5.8
18,6,0,1,0,75,4.9
18,7,1,0,0,75,5.9
18,8,0,0,0,75,5.4
18,9,1,1,1,150,6.7
18,10,0,1,1,150,4.2
18,11,1,0,1,150,5.4
18,12,0,0,1,150,2.2
18,13,1,1,0,150,5.6
18,14,0,1,0,150,2.5
18,15,1,0,0,150,4.3
18,16,0,0,0,150,2.1
19,1,1,1,1,75,6.4
19,2,0,1,1,75,5.3
19,3,1,0,1,75,6.5
19,4,0,0,1,75,4.5
19,5,1,1,0,75,5.4
19,6,0,1,0,75,3.2
19,7,1,0,0,75,5.1
19,8,0,0,0,75,2.5
19,9,1,1,1,150,5.3
19,10,0,1,1,150,3.5
19,11,1,0,1,150,3.9
19,12,0,0,1,150,1.2
19,13,1,1,0,150,4.4
19,14,0,1,0,150,2.7
19,15,1,0,0,150,2.5
19,16,0,0,0,150,2.5
20,1,1,1,1,75,6.7
20,2,0,1,1,75,5
20,3,1,0,1,75,6.3
20,4,0,0,1,75,4.9
20,5,1,1,0,75,5.3
20,6,0,1,0,75,6.4
20,7,1,0,0,75,4.8
20,8,0,0,0,75,3.6
20,9,1,1,1,150,5.7
20,10,0,1,1,150,3.1
20,11,1,0,1,150,5.2
20,12,0,0,1,150,2.2
20,13,1,1,0,150,4.6
20,14,0,1,0,150,4.9
20,15,1,0,0,150,3.8
20,16,0,0,0,150,2.4
21,1,1,1,1,75,5.1
21,2,0,1,1,75,5.1
21,3,1,0,1,75,5.8
21,4,0,0,1,75,2.8
21,5,1,1,0,75,6.1
21,6,0,1,0,75,3.8
21,7,1,0,0,75,4.6
21,8,0,0,0,75,3.4
21,9,1,1,1,150,5.4
21,10,0,1,1,150,3.7
21,11,1,0,1,150,5.4
21,12,0,0,1,150,2.1
21,13,1,1,0,150,4.8
21,14,0,1,0,150,3.2
21,15,1,0,0,150,4.4
21,16,0,0,0,150,1.1
22,1,1,1,1,75,6.8
22,2,0,1,1,75,5.1
22,3,1,0,1,75,4.8
22,4,0,0,1,75,2.9
22,5,1,1,0,75,7.3
22,6,0,1,0,75,5.1
22,7,1,0,0,75,4.8
22,8,0,0,0,75,3.7
22,9,1,1,1,150,5.2
22,10,0,1,1,150,2.9
22,11,1,0,1,150,5
22,12,0,0,1,150,2
22,13,1,1,0,150,4.9
22,14,0,1,0,150,3.5
22,15,1,0,0,150,4.7
22,16,0,0,0,150,1.5
23,1,1,1,1,75,7.9
23,2,0,1,1,75,6.7
23,3,1,0,1,75,5.9
23,4,0,0,1,75,3.3
23,5,1,1,0,75,5.7
23,6,0,1,0,75,4.1
23,7,1,0,0,75,5.7
23,8,0,0,0,75,4.6
23,9,1,1,1,150,5.3
23,10,0,1,1,150,2.8
23,11,1,0,1,150,3.9
23,12,0,0,1,150,3.4
23,13,1,1,0,150,3.6
23,14,0,1,0,150,3
23,15,1,0,0,150,3.3
23,16,0,0,0,150,2.7
24,1,1,1,1,75,7.1
24,2,0,1,1,75,4.8
24,3,1,0,1,75,4.4
24,4,0,0,1,75,4.2
24,5,1,1,0,75,5.4
24,6,0,1,0,75,4.1
24,7,1,0,0,75,6.5
24,8,0,0,0,75,4.9
24,9,1,1,1,150,6.2
24,10,0,1,1,150,3.6
24,11,1,0,1,150,3.8
24,12,0,0,1,150,2.9
24,13,1,1,0,150,5.5
24,14,0,1,0,150,3.7
24,15,1,0,0,150,2.8
24,16,0,0,0,150,1.1
25,1,1,1,1,75,6.1
25,2,0,1,1,75,5.3
25,3,1,0,1,75,4.7
25,4,0,0,1,75,4.6
25,5,1,1,0,75,5.1
25,6,0,1,0,75,4.8
25,7,1,0,0,75,5.2
25,8,0,0,0,75,3.6
25,9,1,1,1,150,6.8
25,10,0,1,1,150,3.4
25,11,1,0,1,150,4.3
25,12,0,0,1,150,2.2
25,13,1,1,0,150,5.4
25,14,0,1,0,150,4.1
25,15,1,0,0,150,3
25,16,0,0,0,150,2.2
26,1,1,1,1,75,5.5
26,2,0,1,1,75,6.3
26,3,1,0,1,75,6.2
26,4,0,0,1,75,5.2
26,5,1,1,0,75,5.9
26,6,0,1,0,75,4.7
26,7,1,0,0,75,6.3
26,8,0,0,0,75,3.9
26,9,1,1,1,150,6
26,10,0,1,1,150,4.5
26,11,1,0,1,150,4.1
26,12,0,0,1,150,2.6
26,13,1,1,0,150,4.9
26,14,0,1,0,150,2.7
26,15,1,0,0,150,2.2
26,16,0,0,0,150,1.6
27,1,1,1,1,75,8
27,2,0,1,1,75,6.8
27,3,1,0,1,75,5
27,4,0,0,1,75,3.5
27,5,1,1,0,75,4.6
27,6,0,1,0,75,4.7
27,7,1,0,0,75,4.9
27,8,0,0,0,75,2.5
27,9,1,1,1,150,5.1
27,10,0,1,1,150,2.7
27,11,1,0,1,150,5.1
27,12,0,0,1,150,2.8
27,13,1,1,0,150,4.9
27,14,0,1,0,150,3.7
27,15,1,0,0,150,4.2
27,16,0,0,0,150,1
28,1,1,1,1,75,7
28,2,0,1,1,75,5.4
28,3,1,0,1,75,6.1
28,4,0,0,1,75,3.5
28,5,1,1,0,75,6.4
28,6,0,1,0,75,4.4
28,7,1,0,0,75,4.4
28,8,0,0,0,75,5.1
28,9,1,1,1,150,4
28,10,0,1,1,150,3
28,11,1,0,1,150,5.2
28,12,0,0,1,150,1.2
28,13,1,1,0,150,5.3
28,14,0,1,0,150,2.7
28,15,1,0,0,150,3.5
28,16,0,0,0,150,1
29,1,1,1,1,75,6.2
29,2,0,1,1,75,5.3
29,3,1,0,1,75,5.5
29,4,0,0,1,75,5
29,5,1,1,0,75,6.4
29,6,0,1,0,75,4.5
29,7,1,0,0,75,5.2
29,8,0,0,0,75,3.8
29,9,1,1,1,150,6.3
29,10,0,1,1,150,4.2
29,11,1,0,1,150,4.9
29,12,0,0,1,150,3.7
29,13,1,1,0,150,4.5
29,14,0,1,0,150,3
29,15,1,0,0,150,5.3
29,16,0,0,0,150,1.6
30,1,1,1,1,75,7.4
30,2,0,1,1,75,5.2
30,3,1,0,1,75,7.4
30,4,0,0,1,75,5.3
30,5,1,1,0,75,6.5
30,6,0,1,0,75,5
30,7,1,0,0,75,2.9
30,8,0,0,0,75,3.4
30,9,1,1,1,150,5.8
30,10,0,1,1,150,5.5
30,11,1,0,1,150,4.4
30,12,0,0,1,150,3
30,13,1,1,0,150,4.9
30,14,0,1,0,150,2
30,15,1,0,0,150,3.9
30,16,0,0,0,150,2.5
31,1,1,1,1,75,7
31,2,0,1,1,75,5.6
31,3,1,0,1,75,5.8
31,4,0,0,1,75,3.6
31,5,1,1,0,75,7.1
31,6,0,1,0,75,3.5
31,7,1,0,0,75,5.9
31,8,0,0,0,75,3.6
31,9,1,1,1,150,3.2
31,10,0,1,1,150,3.1
31,11,1,0,1,150,5.3
31,12,0,0,1,150,1
31,13,1,1,0,150,6
31,14,0,1,0,150,4.2
31,15,1,0,0,150,4.7
31,16,0,0,0,150,1.9
32,1,1,1,1,75,6.4
32,2,0,1,1,75,3.8
32,3,1,0,1,75,5.7
32,4,0,0,1,75,3.8
32,5,1,1,0,75,7.8
32,6,0,1,0,75,4.7
32,7,1,0,0,75,4.9
32,8,0,0,0,75,4.3
32,9,1,1,1,150,6
32,10,0,1,1,150,3.1
32,11,1,0,1,150,4.7
32,12,0,0,1,150,2
32,13,1,1,0,150,4.3
32,14,0,1,0,150,2.3
32,15,1,0,0,150,3.5
32,16,0,0,0,150,1.2
33,1,1,1,1,75,7.5
33,2,0,1,1,75,5.5
33,3,1,0,1,75,5.7
33,4,0,0,1,75,5.3
33,5,1,1,0,75,6.7
33,6,0,1,0,75,5.1
33,7,1,0,0,75,5
33,8,0,0,0,75,4.6
33,9,1,1,1,150,5.4
33,10,0,1,1,150,3.1
33,11,1,0,1,150,5
33,12,0,0,1,150,1.9
33,13,1,1,0,150,3.9
33,14,0,1,0,150,4.1
33,15,1,0,0,150,4.6
33,16,0,0,0,150,2.8
34,1,1,1,1,75,7.3
34,2,0,1,1,75,5.2
34,3,1,0,1,75,5
34,4,0,0,1,75,3.6
34,5,1,1,0,75,6.1
34,6,0,1,0,75,5.3
34,7,1,0,0,75,5.2
34,8,0,0,0,75,4
34,9,1,1,1,150,5.8
34,10,0,1,1,150,3.2
34,11,1,0,1,150,3.2
34,12,0,0,1,150,2.4
34,13,1,1,0,150,4.5
34,14,0,1,0,150,1.7
34,15,1,0,0,150,3.5
34,16,0,0,0,150,3
35,1,1,1,1,75,6.2
35,2,0,1,1,75,4.5
35,3,1,0,1,75,7.2
35,4,0,0,1,75,4.1
35,5,1,1,0,75,5
35,6,0,1,0,75,3.5
35,7,1,0,0,75,7
35,8,0,0,0,75,4.4
35,9,1,1,1,150,5.2
35,10,0,1,1,150,1.9
35,11,1,0,1,150,2.8
35,12,0,0,1,150,1.4
35,13,1,1,0,150,3.7
35,14,0,1,0,150,2.7
35,15,1,0,0,150,4.8
35,16,0,0,0,150,1.6
36,1,1,1,1,75,6.2
36,2,0,1,1,75,4
36,3,1,0,1,75,4.8
36,4,0,0,1,75,3.7
36,5,1,1,0,75,5.3
36,6,0,1,0,75,5.9
36,7,1,0,0,75,5.1
36,8,0,0,0,75,4.3
36,9,1,1,1,150,4.8
36,10,0,1,1,150,3.6
36,11,1,0,1,150,3.5
36,12,0,0,1,150,1.9
36,13,1,1,0,150,4.4
36,14,0,1,0,150,2.8
36,15,1,0,0,150,3.9
36,16,0,0,0,150,2.1
37,1,1,1,1,75,7.4
37,2,0,1,1,75,4.4
37,3,1,0,1,75,6.6
37,4,0,0,1,75,4.4
37,5,1,1,0,75,5.1
37,6,0,1,0,75,3.4
37,7,1,0,0,75,6.5
37,8,0,0,0,75,3.6
37,9,1,1,1,150,5
37,10,0,1,1,150,3.7
37,11,1,0,1,150,3.2
37,12,0,0,1,150,2.3
37,13,1,1,0,150,5.4
37,14,0,1,0,150,2.6
37,15,1,0,0,150,3.3
37,16,0,0,0,150,1.4
38,1,1,1,1,75,7.9
38,2,0,1,1,75,5.4
38,3,1,0,1,75,4.6
38,4,0,0,1,75,3.5
38,5,1,1,0,75,4.7
38,6,0,1,0,75,4.5
38,7,1,0,0,75,5.5
38,8,0,0,0,75,3.3
38,9,1,1,1,150,4.4
38,10,0,1,1,150,2.1
38,11,1,0,1,150,3.9
38,12,0,0,1,150,1
38,13,1,1,0,150,5.6
38,14,0,1,0,150,2.4
38,15,1,0,0,150,1.7
38,16,0,0,0,150,2.8
39,1,1,1,1,75,7.1
39,2,0,1,1,75,2.8
39,3,1,0,1,75,5.6
39,4,0,0,1,75,3.2
39,5,1,1,0,75,7.4
39,6,0,1,0,75,6
39,7,1,0,0,75,5.4
39,8,0,0,0,75,4.3
39,9,1,1,1,150,6.5
39,10,0,1,1,150,3.1
39,11,1,0,1,150,4.7
39,12,0,0,1,150,2.3
39,13,1,1,0,150,4.3
39,14,0,1,0,150,3.3
39,15,1,0,0,150,3.6
39,16,0,0,0,150,2.7
40,1,1,1,1,75,6.5
40,2,0,1,1,75,4.2
40,3,1,0,1,75,6.2
40,4,0,0,1,75,4.7
40,5,1,1,0,75,5.1
40,6,0,1,0,75,3.4
40,7,1,0,0,75,5.4
40,8,0,0,0,75,3.6
40,9,1,1,1,150,4.8
40,10,0,1,1,150,4.7
40,11,1,0,1,150,3
40,12,0,0,1,150,1.3
40,13,1,1,0,150,4.5
40,14,0,1,0,150,3.1
40,15,1,0,0,150,2.9
40,16,0,0,0,150,2.8
41,1,1,1,1,75,6.5
41,2,0,1,1,75,4.1
41,3,1,0,1,75,5
41,4,0,0,1,75,3.3
41,5,1,1,0,75,6.6
41,6,0,1,0,75,3.7
41,7,1,0,0,75,5.3
41,8,0,0,0,75,2.5
41,9,1,1,1,150,5.3
41,10,0,1,1,150,3.6
41,11,1,0,1,150,5.3
41,12,0,0,1,150,2.4
41,13,1,1,0,150,5.4
41,14,0,1,0,150,1.6
41,15,1,0,0,150,4.1
41,16,0,0,0,150,2
42,1,1,1,1,75,7.9
42,2,0,1,1,75,3.8
42,3,1,0,1,75,6.4
42,4,0,0,1,75,3.7
42,5,1,1,0,75,6.3
42,6,0,1,0,75,4.5
42,7,1,0,0,75,5.5
42,8,0,0,0,75,3
42,9,1,1,1,150,5.5
42,10,0,1,1,150,3.8
42,11,1,0,1,150,4.1
42,12,0,0,1,150,2.2
42,13,1,1,0,150,6.4
42,14,0,1,0,150,2.1
42,15,1,0,0,150,3.6
42,16,0,0,0,150,2.5
43,1,1,1,1,75,6.9
43,2,0,1,1,75,6
43,3,1,0,1,75,6.2
43,4,0,0,1,75,4.6
43,5,1,1,0,75,7.1
43,6,0,1,0,75,3.3
43,7,1,0,0,75,5.2
43,8,0,0,0,75,4
43,9,1,1,1,150,6.6
43,10,0,1,1,150,1.9
43,11,1,0,1,150,3.5
43,12,0,0,1,150,3.3
43,13,1,1,0,150,5.6
43,14,0,1,0,150,2.6
43,15,1,0,0,150,2.5
43,16,0,0,0,150,1.2
44,1,1,1,1,75,8
44,2,0,1,1,75,3.2
44,3,1,0,1,75,5.5
44,4,0,0,1,75,4.4
44,5,1,1,0,75,6.2
44,6,0,1,0,75,4.5
44,7,1,0,0,75,6.6
44,8,0,0,0,75,3.2
44,9,1,1,1,150,5.5
44,10,0,1,1,150,3.1
44,11,1,0,1,150,4.7
44,12,0,0,1,150,2.2
44,13,1,1,0,150,5.1
44,14,0,1,0,150,2.9
44,15,1,0,0,150,5.7
44,16,0,0,0,150,3.4
45,1,1,1,1,75,6.3
45,2,0,1,1,75,4.6
45,3,1,0,1,75,4.7
45,4,0,0,1,75,3.1
45,5,1,1,0,75,4.7
45,6,0,1,0,75,5
45,7,1,0,0,75,4.5
45,8,0,0,0,75,3.4
45,9,1,1,1,150,6.7
45,10,0,1,1,150,4
45,11,1,0,1,150,3.3
45,12,0,0,1,150,1.8
45,13,1,1,0,150,3.3
45,14,0,1,0,150,2
45,15,1,0,0,150,5
45,16,0,0,0,150,2.4
46,1,1,1,1,75,5.7
46,2,0,1,1,75,5.5
46,3,1,0,1,75,6.4
46,4,0,0,1,75,3.1
46,5,1,1,0,75,6.2
46,6,0,1,0,75,4.6
46,7,1,0,0,75,5.6
46,8,0,0,0,75,4.1
46,9,1,1,1,150,5.7
46,10,0,1,1,150,3.5
46,11,1,0,1,150,6.4
46,12,0,0,1,150,2.4
46,13,1,1,0,150,3.4
46,14,0,1,0,150,2.3
46,15,1,0,0,150,3.5
46,16,0,0,0,150,2.7
47,1,1,1,1,75,5.7
47,2,0,1,1,75,3.9
47,3,1,0,1,75,5.6
47,4,0,0,1,75,4.5
47,5,1,1,0,75,6.9
47,6,0,1,0,75,4.2
47,7,1,0,0,75,4.6
47,8,0,0,0,75,5.3
47,9,1,1,1,150,5.7
47,10,0,1,1,150,3.6
47,11,1,0,1,150,4.8
47,12,0,0,1,150,1.9
47,13,1,1,0,150,5
47,14,0,1,0,150,3.4
47,15,1,0,0,150,3.2
47,16,0,0,0,150,1.8
48,1,1,1,1,75,7.3
48,2,0,1,1,75,3.7
48,3,1,0,1,75,6.7
48,4,0,0,1,75,3.8
48,5,1,1,0,75,5.8
48,6,0,1,0,75,3.9
48,7,1,0,0,75,6.6
48,8,0,0,0,75,3.2
48,9,1,1,1,150,5.3
48,10,0,1,1,150,3
48,11,1,0,1,150,3.6
48,12,0,0,1,150,3
48,13,1,1,0,150,4.7
48,14,0,1,0,150,3.1
48,15,1,0,0,150,3.3
48,16,0,0,0,150,2.8
49,1,1,1,1,75,7.2
49,2,0,1,1,75,5.3
49,3,1,0,1,75,6.2
49,4,0,0,1,75,5
49,5,1,1,0,75,6.9
49,6,0,1,0,75,4.1
49,7,1,0,0,75,5.6
49,8,0,0,0,75,3.5
49,9,1,1,1,150,6.7
49,10,0,1,1,150,2.5
49,11,1,0,1,150,4.5
49,12,0,0,1,150,1.9
49,13,1,1,0,150,3.4
49,14,0,1,0,150,2.6
49,15,1,0,0,150,3
49,16,0,0,0,150,2
50,1,1,1,1,75,7.1
50,2,0,1,1,75,5.1
50,3,1,0,1,75,5.8
50,4,0,0,1,75,4.6
50,5,1,1,0,75,5.9
50,6,0,1,0,75,2.3
50,7,1,0,0,75,6.2
50,8,0,0,0,75,3.4
50,9,1,1,1,150,5.9
50,10,0,1,1,150,3.9
50,11,1,0,1,150,4.2
50,12,0,0,1,150,3
50,13,1,1,0,150,3.8
50,14,0,1,0,150,3.4
50,15,1,0,0,150,4.8
50,16,0,0,0,150,3.2
51,1,1,1,1,75,6.4
51,2,0,1,1,75,4.8
51,3,1,0,1,75,6.7
51,4,0,0,1,75,3.6
51,5,1,1,0,75,6.7
51,6,0,1,0,75,4.3
51,7,1,0,0,75,4.8
51,8,0,0,0,75,3.5
51,9,1,1,1,150,5.2
51,10,0,1,1,150,3.2
51,11,1,0,1,150,3.8
51,12,0,0,1,150,3.1
51,13,1,1,0,150,6.2
51,14,0,1,0,150,2.7
51,15,1,0,0,150,2.9
51,16,0,0,0,150,1.3
52,1,1,1,1,75,7
52,2,0,1,1,75,5
52,3,1,0,1,75,4.9
52,4,0,0,1,75,4.2
52,5,1,1,0,75,6.2
52,6,0,1,0,75,4.8
52,7,1,0,0,75,5.2
52,8,0,0,0,75,2.3
52,9,1,1,1,150,6.4
52,10,0,1,1,150,4.6
52,11,1,0,1,150,4.3
52,12,0,0,1,150,3.7
52,13,1,1,0,150,5.5
52,14,0,1,0,150,2.2
52,15,1,0,0,150,4.5
52,16,0,0,0,150,1.1
53,1,1,1,1,75,6.5
53,2,0,1,1,75,5.4
53,3,1,0,1,75,6.9
53,4,0,0,1,75,3.4
53,5,1,1,0,75,6.5
53,6,0,1,0,75,5.5
53,7,1,0,0,75,5.3
53,8,0,0,0,75,2.1
53,9,1,1,1,150,6
53,10,0,1,1,150,4
53,11,1,0,1,150,5
53,12,0,0,1,150,2.5
53,13,1,1,0,150,5.8
53,14,0,1,0,150,3.1
53,15,1,0,0,150,3.8
53,16,0,0,0,150,1.9
54,1,1,1,1,75,8.6
54,2,0,1,1,75,5.7
54,3,1,0,1,75,3.9
54,4,0,0,1,75,3.6
54,5,1,1,0,75,6.9
54,6,0,1,0,75,4
54,7,1,0,0,75,4.6
54,8,0,0,0,75,2.9
54,9,1,1,1,150,5.6
54,10,0,1,1,150,3.1
54,11,1,0,1,150,4.3
54,12,0,0,1,150,2.4
54,13,1,1,0,150,4.7
54,14,0,1,0,150,2.6
54,15,1,0,0,150,3.2
54,16,0,0,0,150,3.2
55,1,1,1,1,75,7.5
55,2,0,1,1,75,5.1
55,3,1,0,1,75,5.9
55,4,0,0,1,75,4.2
55,5,1,1,0,75,7.8
55,6,0,1,0,75,4.2
55,7,1,0,0,75,4.4
55,8,0,0,0,75,3.6
55,9,1,1,1,150,5.8
55,10,0,1,1,150,3.6
55,11,1,0,1,150,4
55,12,0,0,1,150,3.2
55,13,1,1,0,150,6
55,14,0,1,0,150,3
55,15,1,0,0,150,5.3
55,16,0,0,0,150,1
56,1,1,1,1,75,6.2
